LOCID,LONGITUDE,LATITUDE
LBB,-101.822777778,33.6636388889
XA63,-96.592075,33.0890083333
LFK,-94.75,31.2340138889
2TA1,-94.6910413889,31.3901838889
25TX,-94.6443305556,31.3128305556
XA14,-94.7439166667,31.3364166667
T91,-97.6594427778,29.7282825
18XS,-101.033754444,33.8000819444
MFE,-98.2386111111,26.1758333333
E48,-102.225415,31.1251483333
19TA,-96.4169291667,32.8223483333
TE84,-97.4752916667,31.4651638889
XS57,-97.4047916667,31.4653555556
TKI,-96.5905277778,33.1779444444
TE66,-96.6327333333,33.2139833333
6TX3,-96.7836091667,33.2334497222
TS63,-96.5641555556,33.2459483333
T31,-96.7419411111,33.20845
2E7,-100.54402,35.2469938889
51R,-95.952,30.9128333333
47TS,-95.9177308333,31.0479641667
2TS4,-95.9702777778,32.1397222222
XS55,-96.9388861111,31.9293222222
TS70,-97.0869527778,32.5751361111
TX58,-97.1833447222,32.5868027778
TA83,-97.1922336111,32.5398597222
0XA9,-97.0952777778,32.5677777778
6TX7,-97.1308427778,32.5376375
TA10,-97.1347316667,32.5218047222
04XS,-97.14251,32.5820805556
6TX8,-97.2064008333,32.5559705556
TA26,-97.0568055556,32.2963611111
3T2,-95.3271594444,29.4799580556
92TE,-102.933774167,29.9668541667
5TE5,-103.236563333,30.2737772222
48XS,-103.294898889,29.92657
6TX9,-102.791545,29.8549133333
09TS,-103.164892778,29.4824188889
TA64,-103.15,29.7009166667
93TE,-102.908495833,29.8096358333
86TA,-98.2975238889,30.6126872222
XS03,-98.2811316667,30.4813038889
5TE1,-103.950471667,29.6501813889
0TA7,-103.89296,30.14822
MRF,-104.017586389,30.3711027778
TS15,-104.261583333,29.8929486111
XS05,-98.1711205556,29.5988388889
1TE4,-98.1577866667,29.4955091667
10TS,-98.1030633333,29.5524519444
XS07,-96.0599602778,28.9502583333
TS41,-96.0669041667,29.0019233333
T15,-96.8520277778,31.3406666667
TA23,-96.2163536111,31.2612908333
ASL,-94.3077777778,32.5205
T92,-99.1843055556,30.7322222222
XS08,-99.1994980556,30.8768402778
02TA,-95.8738502778,28.721375
XS10,-96.8002633333,28.1169577778
34TE,-97.0086122222,32.2320916667
19XS,-97.0868916667,32.2971944444
87XS,-99.2628188889,29.7877213889
XS11,-99.3592105556,29.7766108333
XS13,-99.1967061111,29.8166094444
F21,-100.529700833,34.7395894444
T50,-99.817015,30.9335061111
XS15,-99.9003505556,30.7710111111
TE15,-99.6325658333,30.8910080556
XA92,-100.102777778,30.87
0TS8,-97.8836097222,26.1503533333
5XS6,-97.8752761111,26.1753527778
31XS,-96.2702555556,33.183725
6XS4,-101.000386667,31.1668305556
TA94,-96.5574902778,32.7112416667
2TA2,-96.6011111111,32.7794444444
TS64,-96.5602683333,32.7084638889
HQZ,-96.5304172222,32.7469627778
7TX3,-96.5636019444,32.7917941667
11TS,-96.4113666667,31.6579461111
LXY,-96.5147222222,31.6398347222
5TE8,-100.751809167,35.7611536111
3E0,-100.603192222,35.7139322222
81TA,-98.9294738889,29.5566177778
MDD,-102.101027778,32.0365244444
TE33,-102.183748889,31.6834658333
7TX5,-102.159865833,32.2170591667
7T7,-102.074024722,31.8584608333
7TX7,-102.017081389,32.0834544444
70TA,-102.080692778,31.99679
MAF,-102.201913889,31.9425277778
TA11,-97.0141702778,32.3834752778
2TS6,-96.9266688889,32.5126377778
32XS,-97.0087,32.4615055556
JWY,-96.9126944444,32.4562222222
XS17,-96.9019263889,30.7090838889
TE50,-96.9661108333,32.173205
XS18,-96.2246825,30.3846516667
TE34,-97.9728186111,32.76263
3F9,-95.5108055556,32.6766944444
TX62,-95.4391213889,32.6334683333
XA46,-95.4543611111,32.6936361111
JDD,-95.496475,32.7422027778
MWL,-98.060175,32.7816055556
39XS,-98.1462,32.7988194444
88TS,-98.0519872222,32.83346
0TS7,-98.1253222222,32.8334594444
XA26,-98.1453333333,32.7988333333
TA32,-98.0667244444,32.8002541667
12TS,-97.9772619444,32.9084575
7TE7,-98.3336266667,26.3836786111
TS86,-95.5641113889,29.5627355556
6TS4,-97.3905633333,31.1862866667
E01,-102.909027778,31.5824722222
4TX0,-94.8343672222,29.8635541667
33TA,-95.6121663889,30.3329861111
TE85,-95.661325,30.3422111111
XA47,-97.4848055556,31.3097222222
43TA,-97.6264111111,32.0251505556
F85,-102.733818333,33.7292638889
XS20,-99.2978238889,30.1540927778
87TA,-99.2697680556,30.1890911111
XS22,-99.6736711111,30.2040877778
XS23,-99.4711613889,30.1265933333
4TS5,-99.4984,30.2219166667
XA78,-97.0709805556,33.4623083333
2TS1,-94.9708333333,33.1761111111
XS70,-95.0179916667,33.1345638889
OSA,-94.9615166667,33.0955333333
6X0,-95.2946722222,32.0973827778
93TA,-95.1577183333,33.0601202778
8TE5,-95.2357766667,33.1762272222
F53,-95.2374425,33.2154436111
XS24,-97.0991525,29.8296716667
2T1,-102.641098056,34.1851363889
1TE0,-102.717159722,34.2695216667
TA24,-98.7114352778,31.4751644444
TA89,-98.8003255556,31.5237738889
7TE5,-98.6636111111,31.6791666667
37F,-99.5861955556,33.4848175
XA48,-97.315,33.6416666667
OCH,-94.7101111111,31.5777638889
99TS,-94.6813163889,33.1981772222
3XA5,-95.0857416667,29.5505361111
60R,-96.1132777778,30.3718888889
7TA1,-96.0774566667,30.3924286111
TS87,-96.0794011111,30.4179833333
XS25,-95.6830030556,29.3846861111
87TE,-95.8655083333,29.4519086111
TE67,-98.1316722222,29.4291222222
TE86,-98.1127777778,29.4444444444
BAZ,-98.0422222222,29.7045
TE35,-98.1469533333,29.6946691667
9TA1,-98.1377863889,29.6585591667
5TS8,-98.2725138889,29.8085527778
77TS,-98.085,29.7994444444
TE60,-98.1241666667,29.7163888889
48TS,-98.1988991667,29.6677255556
T17,-95.8886111111,29.2761111111
TX01,-101.9101625,33.3084225
61R,-93.7418447222,30.8843658333
XS09,-95.4363888889,30.5375
0TS9,-97.7372241667,30.0154947222
F48,-97.738085,33.7739905556
35XS,-97.7323166667,33.778125
36XS,-97.7298333333,33.8776666667
XS27,-94.3960227778,30.0377141667
88XS,-94.3876891667,30.0191036111
XS28,-94.4626913889,30.0266033333
XS29,-94.4224122222,29.9907708333
6TS6,-96.2016272222,31.0415747222
TE65,-97.23,32.8591666667
24TS,-97.2127777778,32.8263888889
6TS7,-97.91473,30.2327072222
1TS0,-94.6707508333,29.6705033333
89TS,-95.7666236111,31.5668413889
ODO,-102.387083333,31.9205555556
71TA,-102.233750833,31.8334608333
00XS,-101.933771944,33.0334277778
13TS,-98.9264125,27.4553069444
7TX9,-94.4376997222,33.3587322222
TE61,-96.4091666667,28.7131666667
ONY,-98.8191666667,33.3508805556
08XS,-95.7775,29.1080555556
TS42,-102.127681389,34.1964688889
ORG,-93.8036127778,30.0691766667
XS33,-93.8646147222,30.0624336111
NOG,-98.0516666667,27.9011666667
TA97,-95.9688444444,29.6374588889
30TS,-94.7188183333,32.8284675
TS71,-96.9438919444,32.527915
OZA,-101.202971944,30.7352802778
4TA8,-101.017048333,30.616845
XA49,-101.545833333,30.025
3F6,-100.2820025,34.0276330556
1XA5,-97.1429166667,30.1350166667
XS35,-96.2191333333,28.7391558333
3XS1,-96.3069130556,28.7672111111
0XS3,-96.0419444444,28.7922222222
PSX,-96.2509576111,28.7275091389
TS43,-96.2141333333,28.7163788889
PSN,-95.7063055556,31.7796944444
4TS3,-95.626,31.7327888889
8TX6,-96.7169380556,32.4276408333
T13,-96.6854166667,32.4773833333
3XA4,-98.3707222222,26.2394527778
TA65,-98.4786652778,32.8212344444
BPC,-101.030138889,35.8892777778
PPA,-100.996262361,35.6129997222
XS36,-101.691630556,30.2535277778
3TE5,-101.385166944,35.3306038889
T45,-101.365083333,35.3616944444
XS92,-97.7125305556,33.1459511111
4XS2,-97.7316666667,33.1705555556
39TA,-95.6557936111,33.6526044444
0TA8,-95.4071777778,33.8487169444
XS30,-95.4818991667,33.6051069444
XA60,-95.5465,33.6596611111
XS88,-95.7047944444,33.8573833333
PRX,-95.45075,33.6366111111
65XS,-97.2816797222,32.2232038889
TE16,-97.2972358333,32.250425
TX74,-97.2752777778,32.2613888889
XS38,-95.2018780556,29.6605075
TS88,-95.2010447222,29.6896733333
2TX9,-95.1707661111,29.7410611111
XS16,-95.1119444444,29.6591666667
TS44,-96.0232905556,29.8399513889
1TS1,-95.9941230556,29.9127258333
XS71,-98.045,28.7480555556
29TE,-95.2808055556,29.5586388889
03TX,-95.3071588889,29.5816216667
XS39,-95.2641022222,29.5363447222
89XS,-95.3035477778,29.5852327778
7TA2,-95.2496572222,29.5632886111
66TA,-95.2829916667,29.5905102778
TS45,-95.3329930556,29.5766219444
T79,-95.3279930556,29.5557894444
T30,-99.1090277778,28.82225
TE98,-99.1172222222,28.8972222222
XS40,-99.0003086111,28.8002536111
XS42,-99.0803102778,28.9294144444
PEQ,-103.510722222,31.3823888889
TE99,-97.2537333333,32.0215
PYX,-100.751576944,36.4129175
4TX3,-95.8335775,33.6612138889
9TA0,-97.6638944444,30.4501388889
TS54,-95.4343941667,33.0148411111
T24,-93.9818555556,31.2335219444
2TA3,-104.597995833,31.7181772222
XS43,-98.95642,29.6616147222
TA66,-98.8600286111,29.7141122222
XA23,-94.97225,33.0177777778
XA27,-94.9741666667,32.9986111111
F98,-102.830222222,33.2172777778
PVW,-101.717336111,34.1681472222
9TX3,-101.635171389,34.1689608333
7TA3,-101.837399722,34.1809061111
6TS0,-101.740461389,35.0892202778
6TS9,-96.7669438889,33.0237322222
49TS,-96.8088891667,33.0723425
35TA,-96.8372238889,33.0434544444
1TS4,-96.8013891667,33.0684536111
6TS5,-96.8147008333,33.0735527778
TX59,-96.1474883333,33.0732919444
PEZ,-98.5199847222,28.9541894444
TE74,-95.8669444444,32.9536111111
TE70,-97.3169636111,33.1987302778
45TE,-97.3252969444,33.1917858333
7TS4,-97.2544616667,33.1831752778
XA10,-97.3387694444,33.2319166667
3XA7,-99.0061833333,30.8908166667
27XA,-97.8899166667,32.9793888889
RAS,-97.08875,27.8118333333
XS45,-97.1730441667,27.7158658333
XA80,-97.0630555556,27.8463888889
8XS4,-93.8873913889,29.9171586111
5XS1,-93.9210036111,29.9085477778
TS46,-93.9385047222,29.9327138889
90XS,-94.7735291667,29.3832897222
0TA9,-94.7640844444,29.3910672222
9X1,-95.3219888889,30.153375
PIL,-97.3458888889,26.1661944444
TX57,-97.1635825,26.0723002778
9R5,-97.3544363889,27.8878011111
TE87,-97.3202777778,27.9158333333
9TE4,-96.6297005556,28.5697202778
7TS5,-96.6835905556,28.6249963889
PKV,-96.6813158333,28.6540288056
T05,-97.4377588889,26.5628433333
8TX5,-93.9321161111,29.9624358333
72TA,-96.2919444444,28.4586111111
91XS,-96.4252519444,28.4425019444
XS46,-96.4444191667,28.4297247222
2TA5,-96.49192,28.4697236111
7TA6,-96.4349744444,28.4397241667
TS79,-96.4196963889,28.4397241667
XS87,-96.4483333333,28.445
XA81,-96.4494444444,28.4263888889
5F1,-101.340415,33.2037055556
9XS3,-101.464861667,33.1034305556
9TX6,-101.024016389,33.1750952778
XS47,-98.5711294444,29.0002475
TS85,-96.7038888889,33.8105555556
9TX7,-96.6697186111,33.8417688889
TE68,-96.6598833333,33.7441166667
XS91,-95.5993333333,32.0865
XS50,-98.3100080556,27.3836483333
XS51,-98.1447263889,27.4044819444
8TX8,-98.1794494444,27.3608719444
XS52,-97.1280383333,27.3350444444
3TE3,-103.936584167,29.4696344444
T77,-104.361590278,29.6340686111
34TA,-96.4872086111,33.1670605556
07TX,-96.4480405556,33.1840047222
44TA,-96.5219444444,33.1247222222
TS05,-97.9502794444,26.0836880556
47TA,-96.8852802778,33.2559502778
83TA,-96.6002777778,31.9002777778
F01,-99.7592686111,34.2770830556
50XS,-100.584526389,29.0432977778
T14,-96.0958333333,32.9522222222
XA50,-95.4443333333,32.796
30TE,-101.396268611,33.8111933333
5XS0,-96.26475,33.49665
F23,-98.6828363889,32.4526302778
49F,-101.953186944,31.2273694444
XS56,-97.79194,26.4486794444
XS58,-94.7057538889,30.0441038889
RFG,-97.3230483333,28.2936169444
1TS7,-97.0455461111,28.3136163889
TE46,-97.7969430556,28.3063911111
XS59,-97.2113808333,28.28084
7TA7,-94.9613277778,31.8398944444
TA02,-97.4641888889,33.1028991667
T76,-97.496135,33.1492866667
7TS0,-97.4269655556,33.0951216667
15TS,-96.6974966667,32.9867883333
TA99,-97.2169577778,32.7917961111
XS61,-99.0033802778,31.1148894444
4TA9,-95.7693941667,29.6274572222
94XS,-95.8293958333,29.6544011111
TE69,-95.7708333333,29.5755555556
93XS,-95.3827166667,29.0810780556
XA15,-96.9797222222,31.4269444444
XS62,-99.7286672222,29.6332825
67R,-98.8460805556,26.4242833333
XS64,-97.5649866667,26.2489622222
TE47,-97.3177916667,32.2090372222
52F,-97.2322375,33.0498447222
0TE3,-100.842079444,33.9292452778
54F,-100.540378056,31.88181
TE17,-97.1469458333,31.4390580556
XA51,-97.1258333333,31.4183333333
RBO,-97.6905238889,27.7785430556
XS66,-97.7436075,27.8039130556
TE62,-97.6822747222,27.8542658333
RCK,-96.9897069444,30.6315880556
RKP,-97.0446111111,28.0867777778
XS67,-96.9849880556,27.9444658333
ECU,-100.173854667,29.9469195833
3TA0,-100.404530556,30.0968705556
8TX2,-100.201746667,29.9785441667
XS69,-100.000349167,29.9113263889
F46,-96.4354855556,32.9305944444
T48,-96.2191416667,32.8681222222
XS72,-94.8335402778,30.4835386111
76TE,-105.083836667,31.5001211111
58TE,-102.076837222,33.4064769444
XS73,-97.2883238889,29.8735583333
T54,-95.7752280556,29.5244055556
TS90,-95.431885,29.4024605556
TE88,-95.4594027778,29.3569416667
TA33,-95.6352238889,29.3580197222
91TS,-95.3405555556,29.3674083333
XA16,-97.4655555556,33.4941666667
56F,-100.415385556,32.8256619444
71TE,-98.3761341667,30.3779744444
XS75,-98.4891947222,30.4543597222
72XS,-96.6846975,30.0335544444
XA11,-96.5141666667,32.4180555556
68TS,-96.2877575,32.8751238889
T33,-96.3083138889,32.8570694444
3TE4,-104.664646667,30.0087736111
83TE,-99.493935,29.4968975
XS76,-93.8704427778,29.7241080556
51XS,-93.9668358333,29.6932747222
95XS,-93.9121111111,29.7146633333
TA12,-93.9440572222,29.7010522222
TA68,-93.9129447222,29.7141077778
2TA7,-93.9565577778,29.6963302778
TS48,-93.8596088889,29.7127197222
TS91,-93.8640538889,29.7002202778
XS31,-96.8319452778,33.7017725
7TS1,-97.3955741667,32.8640161111
73TA,-97.5397311111,30.9207397222
65TX,-105.431316667,31.7751333333
7TA9,-100.470649722,31.4187730556
03TS,-100.437593056,31.4598833333
94TA,-100.458703333,31.3057202778
TS65,-100.612875833,31.3584963889
SJT,-100.496305556,31.35775
XS79,-98.4583486111,29.2585722222
TE23,-98.5886308333,29.5110633333
4TX9,-98.5791863889,29.5080077778
39TX,-98.6400208333,29.4446766667
1T7,-98.4260841667,29.811785
2XA6,-98.4178,29.43465
TX69,-98.5450166667,29.3519027778
8T8,-98.7983586111,29.5105080556
22TA,-98.6597430556,29.3413466667
36TA,-98.4919622222,29.5532838889
74R,-98.5002938889,29.2835711111
1T8,-98.4511280556,29.7391111111
75XS,-98.4761263889,29.2494058333
T94,-98.4683891667,29.5701869444
5C1,-98.6946416667,29.7239294444
77TE,-98.4105711111,29.5466177778
09XS,-98.4922391667,29.4330102778
50TS,-98.3305686111,29.4607877778
XS81,-98.4997394444,29.4268994444
XS82,-98.4839055556,29.4224552778
XS83,-98.5713055556,29.5076527778
XS84,-98.4491822222,29.3613463889
8XS7,-98.5236283333,29.3510686111
XS85,-98.5788805556,29.5079972222
24XA,-98.3702944444,29.3209694444
SKF,-98.5811666667,29.3842277778
9TS5,-98.6236313889,29.3969005556
MDA,-98.3777919444,29.4313441667
9TX5,-98.5372416667,29.7446661111
9R7,-98.5780758333,29.6418919444
SSF,-98.4711405556,29.3370075
SAT,-98.4697777778,29.5336944444
XA28,-98.2861777778,29.4176527778
XA29,-98.5478611111,29.4938611111
XS89,-98.4558502778,29.6210594444
86TS,-94.0335255556,31.4835144444
78R,-94.1704747222,31.5396252778
53XS,-97.5916547222,26.1484088889
TS75,-102.158746111,30.5029505556
58F,-97.1461238889,33.3653927778
TX33,-97.30863,33.3417816667
71XS,-97.2058483333,33.3465041667
T58,-97.2302938889,33.3317825
TE24,-97.2052925,33.3931694444
TX96,-97.2569613889,33.3992805556
TS74,-97.2944627778,33.3626144444
6XS8,-97.1030555556,33.34
T87,-97.27,33.3422222222
XA03,-97.2719611111,33.4284444444
1TS3,-94.9504808333,29.4960633333
HYI,-97.8630041667,29.8927477778
7TS2,-97.8891705556,29.8313325
7TS3,-97.9852841667,29.9599383333
68TX,-97.7869422222,27.9808494444
81R,-98.7169872222,31.2351672222
37TX,-98.8656013889,31.3215541667
XS93,-98.5586305556,26.717
38XS,-98.4792777778,26.8151944444
5TA7,-95.1590980556,29.4207902778
5TA5,-95.1152066667,29.3360694444
TA30,-95.0857611111,29.3188472222
2TE1,-95.0619444444,29.3286111111
TA50,-106.641103333,31.90927
86TE,-98.1472638889,32.6498527778
XS94,-99.42254,27.1114186111
XS95,-96.9705383333,29.6769002778
TE89,-94.2361111111,32.53765
9TE0,-96.3835583333,32.3991666667
1TA0,-95.0104833333,29.6110619444
8TA1,-96.7619272222,28.4780563889
5TA9,-96.5269333333,32.6098563889
F97,-102.540898611,32.9545533333
9TS0,-96.0432911111,29.7860647222
93TS,-96.1146819444,29.7482888889
3TA2,-96.064125,29.7366225
2TA4,-96.2927427778,29.7477336111
05TA,-96.2650777778,29.8091305556
1XA7,-96.0591805556,29.7333916667
TE51,-97.8350016667,29.5391205556
E70,-97.9905630556,29.60240625
XA82,-97.8816666667,29.6166666667
XS98,-97.9466708333,29.5674522222
83R,-97.7883341667,29.5293991667
SEQ,-97.9083366667,29.5657858333
GNC,-102.652662389,32.6753373333
5TA0,-102.943816389,32.7320469444
39TE,-102.738248333,32.7181608333
TS20,-99.1936844444,33.5323183333
60F,-99.2606305556,33.6487041667
TA67,-102.067117778,33.7484194444
2F1,-100.184837778,35.2361616667
09TX,-102.023741389,30.7390516667
9TX9,-101.965407222,30.7482183333
XS99,-94.9127088889,30.4710383333
72TS,-96.6224730556,29.3608016667
SWI,-96.5861391667,33.6241613889
51TS,-96.6243,33.6372194444
TA93,-96.7335666667,33.6333055556
9XS2,-96.7768916667,33.6538194444
8TA2,-96.6094363889,33.6503836111
11TX,-96.6905502778,33.6667725
GYI,-96.6736666667,33.7141111111
TE36,-97.1847091667,29.3919094444
XS49,-97.1219302778,29.4902391667
5TE9,-105.3588425,31.1667955556
79XS,-101.300438056,34.4667305556
T69,-97.54250125,28.0385668611
3TE6,-101.169045833,35.5700441667
9XS5,-101.641543056,33.3500905556
F49,-101.660715833,33.48481
XA68,-97.3552972222,33.3917777778
TS22,-97.6297222222,29.2416666667
96XS,-94.76603,29.5288408333
84R,-97.1670277778,30.0282222222
SNK,-100.950466139,32.6933885833
53TX,-98.5494619444,29.2160733333
13TX,-100.451478333,30.5312947222
TE37,-100.450920833,30.2690841667
0XS2,-100.534258333,30.5549044444
SOA,-100.648560722,30.5856996667
TS49,-94.5060272222,30.1841
5TX3,-95.2116005556,29.6421747222
0XS5,-97.1738608333,26.1470211111
XA83,-97.1653333333,26.0865
E42,-101.1945,36.221
0XS6,-98.1469625,30.5010269444
88R,-98.1211283333,30.4779727778
8TA3,-98.1741855556,30.5168591667
52TS,-98.1627947222,30.41853
0XS7,-100.27535,29.1919058333
T70,-100.472333333,29.1185
55XS,-100.418410833,29.1663502778
0XS8,-100.3753525,29.0760755556
TA95,-95.4424383333,30.0177202778
7TS6,-95.5013288889,30.0329977778
1XS0,-98.4808533333,29.9224375
61TE,-97.6197472222,32.98679
6XS7,-97.6748055556,33.0452777778
7XS1,-97.6769444444,32.9933333333
TE53,-95.5079972222,29.8049494444
56XS,-95.553555,29.6418994444
1TS5,-95.5810558333,29.6435661111
7XS4,-95.5566666667,29.6280555556
F56,-99.7359941111,32.90914375
63F,-101.822472222,32.1735830556
14TA,-98.4030722222,29.89855
SEP,-98.1776672222,32.2153233333
16TX,-98.1072608333,32.2640283333
17TX,-98.2550444444,32.4487447222
64F,-100.969552778,31.6437580556
58XS,-101.055945278,31.8306936111
2TS8,-97.8716677778,29.2205205556
TS76,-98.5947522222,30.2502016667
H70,-102.04925,36.3456388889
3E7,-102.104066389,36.2194755556
5XS9,-96.2649747222,31.9218269444
9XS6,-102.522139722,34.0531427778
XA05,-102.624233333,34.10105
68TA,-95.6071675,29.6430108333
SLR,-95.6211388889,33.1598333333
TA69,-96.5836027778,32.8167936111
X43,-101.828782222,36.0292022222
2KL,-98.4086383333,30.5987986111
SWW,-100.466564361,32.4673629722
86XS,-100.367047778,32.4001213889
TA00,-100.278611111,32.3841666667
2XA9,-100.397166667,32.4523666667
2F4,-101.819878889,33.1770372222
T74,-97.4431761111,30.5726297222
41XS,-97.4188888889,30.5390888889
68F,-96.3099744444,31.66128
TPL,-97.4077777778,31.1525
5TA1,-97.4072308333,31.1935083333
19TX,-97.5141805556,31.2382283333
59XS,-97.3633377778,31.0776794444
92R,-97.3502819444,31.0824013889
TS92,-97.4266763889,31.2146186111
TA70,-95.8974625,31.7835016667
3TE8,-103.583518333,29.3193638889
81TX,-103.564905833,29.3432522222
1XS7,-102.831824722,29.4501997222
TRL,-96.2673913889,32.7091780556
5TX5,-96.2716455556,32.8690130556
TA71,-96.2788680556,32.7092969444
TS98,-96.3069444444,32.7869444444
64XS,-94.0390744444,32.4293213889
21TX,-94.0943577778,33.4995675
TS50,-94.9982591667,29.4174544444
43XS,-94.9810361111,29.4257888889
8TA4,-95.0077044444,29.4455094444
TA13,-102.87048,36.2564194444
23TX,-97.5227919444,31.2496166667
26TS,-95.4566058333,30.1760483333
1XS9,-98.2208411111,28.3955522222
72F,-99.1497969444,33.1792711111
24TX,-98.3836602778,32.5001311111
TE63,-98.5527777778,28.2461111111
53TS,-96.839165,33.4839991667
8XS6,-96.8327777778,33.4522222222
XA17,-95.5636,33.3216666667
XA69,-97.9694444444,32.3361111111
TS52,-95.6214022222,30.0867347222
7TA0,-95.6516113889,30.0921622222
TE49,-95.5577777778,30.061
1XA9,-95.5294444444,29.9438888889
TA96,-95.5449413889,30.0952177778
23TA,-96.4558180556,33.4873308333
16TA,-103.782777778,30.9197222222
48TX,-96.3816494444,33.4542758333
52TA,-96.3502597222,33.4639977778
XA30,-95.3802138889,30.9567138889
XA52,-95.2935,30.9235277778
TE91,-95.0827777778,32.0393305556
26TX,-100.017877778,33.7648072222
I06,-101.781461111,34.5668247222
1TA2,-101.50045,34.6500591667
2XS5,-98.4252969444,30.0104897222
TYR,-95.4023861111,32.3541388889
27TA,-95.1970611111,32.3430777778
2TS9,-95.2391155556,32.3140397222
TE18,-95.2899508333,32.5093097222
7TA4,-95.2921730556,32.3420936111
5TX7,-95.3016177778,32.3351494444
16TS,-95.3180069444,32.2226538889
TA42,-94.1249077778,32.7129213889
RND,-98.2788333333,29.5296741667
5TX9,-99.5261588889,29.5835613889
2XS6,-99.5711616667,29.7210572222
95TA,-99.4822688889,29.6349488889
UVA,-99.74358425,29.2113354444
2XS7,-99.6836638889,29.4502325
2XS8,-99.8239466667,29.229405
2XS9,-99.7678338889,29.2141277778
9F1,-97.4294586111,31.6209958333
XA84,-97.1194444444,33.4769444444
3XA1,-97.1692666667,33.47395
1XA6,-97.1224333333,33.4737277778
51TX,-95.6682955556,32.5395813889
5XS5,-95.7086111111,32.5427777778
VHN,-104.783805556,31.0578441667
88TA,-104.844386111,31.4559583333
E52,-102.399093056,35.2319983333
75TS,-97.0919444444,32.4163888889
28TX,-99.4550858333,34.0859188889
53TA,-99.2642469444,34.1542527778
TS30,-99.3161930556,34.1592522222
29TX,-99.3656383333,34.0945305556
F05,-99.28375,34.2256680556
VCT,-96.9184872222,28.8525555556
3XS2,-96.9763752778,28.8141558333
9TS1,-97.0058205556,28.8011008333
XA70,-96.9966666667,28.8083333333
3XS3,-97.0058205556,28.803045
42TE,-97.0210980556,28.8877636111
3XS4,-93.9360066667,30.1343772222
3XS5,-98.6766877778,29.2980147222
ACT,-97.2305191667,31.6112883333
31TX,-97.3300105556,31.5968305556
TE25,-97.0919452778,31.6401644444
5TA2,-97.2502844444,31.4546119444
7TX1,-97.2002830556,31.5140552778
2TS3,-97.2405630556,31.6793297222
TA57,-96.9924963889,31.6237766667
54XS,-97.3009861111,31.5751916667
TE92,-97.370875,31.5943972222
70TE,-97.0808325,31.5021122222
TA72,-97.1794488889,31.5529436111
60XS,-97.0913888889,31.5523888889
XS74,-97.1627805556,31.6082194444
75TE,-97.2461188889,31.7473841667
TA04,-97.0788883333,31.5482222222
PWG,-97.3165277778,31.4849166667
73F,-97.0224975,31.6237763889
CNW,-97.0741388889,31.6378055556
XA85,-97.3144444444,31.6419444444
37X,-95.9303430556,29.9933888889
3XS8,-95.9002308333,30.1307716667
89TA,-95.9632888889,30.1927138889
9TS3,-95.9668997222,30.1482711111
TE71,-96.0279,29.6111111111
9TS2,-94.7010302778,29.8613308333
TS03,-97.7378038889,32.0615366667
74TE,-97.79475,32.0598694444
8XS9,-98.7905855556,29.9571588889
56TX,-96.7594216667,30.0093886111
TS32,-94.0554636111,32.4707091667
25XS,-96.8463875,32.4865275
01TX,-96.8774986111,32.3876419444
54TA,-96.8733333333,32.2997222222
TA60,-96.7794397222,32.3943088889
TE72,-96.8402333333,32.3271333333
02TE,-96.8642,32.3953805556
60TA,-96.9475,32.3251416667
6TE7,-101.578787778,34.8375555556
54TS,-99.8517608333,32.8112247222
TA19,-97.7836419444,32.6745755556
98TA,-97.7842,32.7480555556
TA54,-97.6466666667,32.7333333333
58TX,-97.9336486111,32.6512436111
34TX,-97.7836416667,32.6270772222
99XS,-97.8055875,32.6834644444
F78,-97.8725338889,32.5729122222
08TX,-97.7475294444,32.8581811111
6TA7,-97.7794755556,32.8284597222
WEA,-97.6824441667,32.7462955556
2TS7,-97.8164219444,32.7812391667
TE93,-97.7400277778,32.7717944444
XA86,-97.8047583333,32.5669527778
52XS,-95.129,29.541
57XS,-97.560125,30.6968555556
F06,-100.195948056,34.8456108333
T65,-97.9730555556,26.1776388889
67XS,-97.9788055556,26.1524722222
3TS2,-97.0927777778,31.8163888889
45TX,-97.0983355556,31.7523841667
40TS,-97.1322258333,31.7723836111
4XS3,-95.621335,29.1680238889
26XA,-97.1716666667,32.9844444444
41TS,-96.4483180556,33.3784447222
66XS,-96.4885969444,33.3964997222
94R,-96.0077338889,29.2660819444
ARM,-96.1543888889,29.2542777778
TE07,-96.1171816667,29.3444133333
61XS,-96.02079,29.3244138889
T59,-100.199916667,35.4510833333
96TS,-95.1957808333,32.2245988889
1TA6,-96.9136166667,33.7009388889
68XS,-96.8698166667,33.7213027778
69XS,-96.8302472222,33.7534027778
36TX,-96.8613911111,33.7209388889
TA80,-96.9280616667,33.8931572222
T29,-96.9408,33.6322666667
F50,-97.3647355556,31.9251563889
37XS,-97.41696,32.0001538889
78TE,-97.3311222222,32.0204305556
TS47,-98.0114294444,32.968455
F14,-98.6166944444,33.9477222222
7TX0,-98.5727502778,33.8281822222
CWC,-98.4903986111,33.8606166667
SPS,-98.4918933333,33.9887961111
1TE6,-102.185198333,35.1181102778
97TS,-95.5399433333,30.4802027778
8TX4,-95.5574430556,30.3757625
4XS6,-98.6614230556,30.3918622222
57TA,-97.655,32.7463888889
76F,-95.9841344444,32.6815186111
3TS1,-98.0405027778,30.0113694444
70XS,-98.0433416667,29.9932694444
4XS8,-98.1169538889,29.9668816667
4XS9,-98.1627897222,30.0960427778
TE08,-100.159817222,32.1495780556
INK,-103.201361944,31.7796283333
